epoch,accuracy,loss,val_accuracy,val_loss
0,0.99271154,0.025064822394573742,0.9969927072525024,0.014117722944650428
1,0.99702275,0.013050372649136043,0.996993899345398,0.013251108211772365
2,0.99702114,0.012402504037828846,0.9968206286430359,0.013365369134166196
3,0.9970202,0.012025174368747399,0.9968973398208618,0.01338972638309348
4,0.9970232,0.011794942090969278,0.9969146847724915,0.01299074162785079
5,0.9970263,0.011601236201299969,0.9969990849494934,0.012269822579197478
6,0.9970289,0.011448875065969782,0.9969453811645508,0.012378417650081732
7,0.9970305,0.011347300193967028,0.9969193339347839,0.012444527651943682
8,0.99703366,0.011251812986004294,0.9969692826271057,0.012253902173275067
9,0.99703676,0.011178188160204819,0.9970095753669739,0.01188476943177361
10,0.9970397,0.011099418813153418,0.9970003962516785,0.012084076731579315
11,0.9970442,0.011017955547389111,0.9969576001167297,0.011972782114671732
12,0.99704736,0.010934755285450163,0.9970220923423767,0.012032822007880292
13,0.9970504,0.010873336944872072,0.9969776272773743,0.011800141201975037
14,0.99705666,0.010807683985474551,0.9969906806945801,0.011743621989292003
15,0.99706197,0.0107449787082085,0.9970110654830933,0.011767686537960079
16,0.9970679,0.010682241815575252,0.9970133304595947,0.011588330525576254
17,0.9970745,0.010623046093686217,0.9970017075538635,0.011597510654528806
18,0.99708146,0.010561093163420614,0.9969699382781982,0.011769988930638162
19,0.9970874,0.01050256971575761,0.9969677329063416,0.011673912215830681
20,0.9970932,0.010458450971316643,0.9969728589057922,0.01185245681145895
21,0.9970999,0.010398207350584068,0.9969647526741028,0.011594958531862678
22,0.9971076,0.01034373520295001,0.996976375579834,0.011609570115231121
23,0.9971141,0.01028433237784553,0.9970202445983887,0.011682012153809984
24,0.9971216,0.010221895811018768,0.9970369338989258,0.011502651390093646
25,0.99713045,0.010166321989691226,0.9970072507858276,0.011535586459214354
26,0.9971384,0.010107333351389943,0.9970184564590454,0.011477981706951069
27,0.9971466,0.010053857958645699,0.9968982338905334,0.012089822093859708
28,0.99715465,0.009999140059571929,0.9969903230667114,0.01170883807059748
29,0.9971636,0.009941026582729452,0.997014582157135,0.011491386188983661
30,0.99717164,0.009890227731768765,0.9969778060913086,0.011523892750988338
31,0.9971795,0.009844091981858144,0.9970054626464844,0.011544800116826218
32,0.9971888,0.009794229869838376,0.9970330595970154,0.011396527977454112
33,0.99719495,0.009754316467039201,0.9970236420631409,0.011560159324232079
34,0.99720466,0.009700288846098654,0.9970453381538391,0.01147265633242667
35,0.9972118,0.00965867292467177,0.9969983100891113,0.011601318303990351
36,0.99721885,0.009614692561945044,0.9969502091407776,0.011670880185903837
37,0.99722755,0.009573489257105772,0.9970066547393799,0.011662935843510861
38,0.9972346,0.009532201597791268,0.9970330595970154,0.01146121753655663
39,0.99724203,0.009492289221866904,0.9970184564590454,0.011541874936933061
40,0.9972498,0.009453881769287279,0.997006356716156,0.011516767968797833
41,0.99725735,0.009408535530332,0.9969607591629028,0.011790122924744803
42,0.9972647,0.009373721219399738,0.996974766254425,0.011517222997413066
43,0.99727297,0.009332380344232038,0.9969539046287537,0.011708274432047182
44,0.9972795,0.009296637036907189,0.9969898462295532,0.01155997261245904
45,0.99728686,0.00925644170005197,0.9969522356987,0.011780322673635484
46,0.9972934,0.009223165911383396,0.9969017505645752,0.011739843080350915
47,0.9972999,0.009187059029737281,0.9968162775039673,0.01225468417443649
48,0.9973059,0.009157708739858337,0.9969577789306641,0.011634020431525064
49,0.99731356,0.009118714163581034,0.9969817399978638,0.011694175942177674
50,0.9973202,0.009086479152274117,0.9970170259475708,0.011583964236598377
51,0.99732655,0.00905369020012752,0.996971607208252,0.01192058280852068
52,0.99733424,0.009020591027183816,0.9968928098678589,0.011700514985531384
53,0.9973372,0.009001951625985006,0.9969820380210876,0.011708606527826942
54,0.99734485,0.008968950798553062,0.997004508972168,0.011590738109909354
55,0.99735206,0.00893162289195795,0.9968891143798828,0.012023880723309129
56,0.99735767,0.008908162778765289,0.9969427585601807,0.01178794685370228
57,0.99736345,0.008877000012309864,0.9969329237937927,0.011728192522241273
58,0.99737054,0.008846098327724577,0.996992290019989,0.011646347366535758
59,0.9973767,0.00881961881677521,0.9969245195388794,0.0119054212410573
60,0.9973794,0.008800413100791335,0.9970117807388306,0.011571218297311118
61,0.997387,0.00876612050908979,0.9969191551208496,0.011924830501008444
62,0.9973917,0.008745835211098809,0.9969767332077026,0.011702094623746776
63,0.99739873,0.008712207370812778,0.9970000982284546,0.011720976115457853
64,0.997403,0.008691021073973512,0.9969635605812073,0.011988338633030681
65,0.99740875,0.008666972742550542,0.9970005750656128,0.01165870193107356
66,0.99741423,0.008641713103965748,0.9969581365585327,0.011777647310774755
67,0.9974182,0.008619333996550084,0.9969839453697205,0.011709406557467618
68,0.9974225,0.008603502490056092,0.9969613552093506,0.01220347521166204
69,0.99742717,0.008578159687011661,0.9969891905784607,0.011794374894443568
70,0.99743444,0.00854721387301823,0.9970117211341858,0.0116587364093714
71,0.99743575,0.008538154046077344,0.996984601020813,0.01174737889135452
72,0.99744225,0.008513145598159057,0.9969704151153564,0.011749078798219268
73,0.99744564,0.008491963018204818,0.9969835877418518,0.011934219141904
74,0.9974499,0.008471930064018961,0.9969539046287537,0.011817232973937808
75,0.997455,0.00845239091183143,0.9969819784164429,0.011952226234753104
76,0.99745923,0.00843105038887899,0.99698406457901,0.011701687176487357
77,0.9974632,0.008413842444262935,0.9969449043273926,0.011879556932707955
78,0.99746716,0.008394158515103991,0.9969751238822937,0.01186939304225994
79,0.997471,0.008377301784349193,0.9969934821128845,0.011771227353822708
80,0.9974752,0.008358912386618452,0.9968748092651367,0.011882974959820604
81,0.99747884,0.008340028630132503,0.9969578385353088,0.011833620778720886
82,0.99748135,0.008326178643275003,0.9969938397407532,0.011783658278961936
83,0.99748826,0.00830020886062811,0.99695885181427,0.01185069648340682
84,0.99748915,0.008295030833123048,0.9970279335975647,0.011791414828940677
85,0.99749285,0.008278339506199632,0.9969474077224731,0.011961062344589702
86,0.9974971,0.008258997362634815,0.9969083666801453,0.011894258035032529
87,0.9975009,0.008243628695127254,0.9969287514686584,0.012192322640751471
88,0.9975033,0.008228111499149234,0.9968961477279663,0.012196597438930102
89,0.9975074,0.008213881446227068,0.9969620704650879,0.012003482488270253
90,0.9975087,0.008202563904616163,0.9969803690910339,0.011847844396374728
91,0.99751353,0.008183017558878472,0.9969666004180908,0.01187480679142953
92,0.99751717,0.008165671604365992,0.9969668984413147,0.011877697407201527
93,0.99751896,0.008157696524702569,0.9969655275344849,0.012071775961866158
94,0.9975222,0.008143001559439747,0.9969018697738647,0.012051435040233621
95,0.9975259,0.008124213465244216,0.9969367384910583,0.011934748876754053
96,0.9975304,0.008110392565983914,0.996906578540802,0.01194556438145867
97,0.9975325,0.00809339730817757,0.996951162815094,0.012001451560161627
98,0.99753493,0.008085915596278586,0.9968965649604797,0.012072389396607016
99,0.9975375,0.008074590972510462,0.9969150424003601,0.012096694018569672
100,0.9975414,0.008057960997304485,0.9969490170478821,0.01200918601046097
101,0.99754345,0.008047133434586412,0.9969356060028076,0.01198506286801426
102,0.99754524,0.008040464493939007,0.9969065189361572,0.012271976204825197
103,0.99754643,0.00802991826030524,0.9969539642333984,0.012057890581418165
104,0.99755234,0.008005490842747588,0.9968885779380798,0.011997564827475929
105,0.9975534,0.00799876178337144,0.9969289898872375,0.011923226159806274
106,0.99755865,0.007978793120208057,0.996968150138855,0.011928416410920536
107,0.9975593,0.007977756518788572,0.9969271421432495,0.01223163924117697
108,0.9975616,0.007964564064003326,0.996944010257721,0.012153150260135864
109,0.99756354,0.00795412389185144,0.9969717860221863,0.01199783601486397
110,0.9975675,0.007935631775419979,0.9969340562820435,0.011972760021097652
111,0.9975692,0.007932140005112904,0.9969519972801208,0.012029812243348606
112,0.9975725,0.007915997048135177,0.9969716668128967,0.012001685963011755
113,0.9975736,0.007912279371927556,0.9969721436500549,0.011935010989372606
114,0.99757594,0.007899423898315477,0.9969543814659119,0.012043887188671724
115,0.99757886,0.007886421723756061,0.9969309568405151,0.012082254798431525
116,0.9975811,0.007881143539957388,0.9969248175621033,0.012092429212353654
117,0.9975832,0.007864713827253378,0.9969590306282043,0.012044221068948568
118,0.99758446,0.00786057971299214,0.9969592690467834,0.01213529843702357
119,0.99758786,0.007848432715942481,0.9969618916511536,0.01195283890824809
120,0.9975887,0.007836062201636554,0.9969482421875,0.01198873979477852
121,0.9975894,0.00783674260567688,0.996962308883667,0.01196021251247871
122,0.99759465,0.00781507514338014,0.9969140291213989,0.012205021790106503
123,0.99759555,0.007811703681005519,0.9969049692153931,0.012136830335842645
124,0.99759656,0.007803547815009169,0.996965765953064,0.011938524108898507
125,0.99759924,0.007794575576679612,0.9969560503959656,0.012089019154424714
126,0.99760103,0.007786728628409256,0.996974766254425,0.011988823527114728
127,0.99760216,0.007778568155908382,0.9969728589057922,0.012145577840078612
128,0.9976059,0.007765944705202586,0.996915340423584,0.01207714959613436
129,0.99760467,0.007767718124282726,0.9968711137771606,0.012123454582643188
130,0.99760836,0.007752342918997834,0.9969552159309387,0.012086589843185459
131,0.99761045,0.0077423156691868635,0.9969916939735413,0.012094989194307775
132,0.99761045,0.007742993639485393,0.9969556331634521,0.011962787660041493
133,0.99761313,0.007729329659996921,0.9969432950019836,0.012092253376767639
134,0.99761236,0.007730961725706731,0.9969600439071655,0.012099192578762094
135,0.9976174,0.007710993474332384,0.9969721436500549,0.012255514733455649
136,0.9976201,0.007702232825901494,0.9969412088394165,0.012156701307115115
137,0.9976209,0.007697536894322095,0.9969345927238464,0.01212953732651279
138,0.9976223,0.007689684827541477,0.996932327747345,0.012117214288439034
139,0.9976251,0.0076747744301317216,0.9969750642776489,0.01204081109823845
140,0.99762404,0.007680464546989306,0.9969724416732788,0.012069409824091411
141,0.99762815,0.0076673545753517735,0.996910810470581,0.012084581869151803
142,0.9976281,0.007660890487269776,0.9969449043273926,0.012073386696731248
143,0.99763066,0.007653784166257095,0.9968956708908081,0.012201953932955529
144,0.9976317,0.00764765028855556,0.9969460368156433,0.012033904071441637
145,0.9976336,0.00763853080180453,0.996955394744873,0.012044399045058897
146,0.9976333,0.007640940908414276,0.9969580173492432,0.012115071427707123
147,0.9976351,0.007627433772288174,0.9969233870506287,0.01206204079396466
148,0.99763775,0.0076180006992600195,0.9969465136528015,0.012100892358112925
149,0.99764204,0.007605256115588938,0.9969716668128967,0.012117828502218405
150,0.9976405,0.007607794266306237,0.9969249963760376,0.012080550431545128
151,0.99764204,0.007598971424314529,0.9969064593315125,0.012190889906941293
152,0.997643,0.0075940099628136965,0.9969159960746765,0.012183202742849269
153,0.99764436,0.007592032683405851,0.9969475269317627,0.012239768533522793
154,0.9976467,0.007581823567484732,0.9969345927238464,0.012134641443982254
155,0.99764705,0.007576756662543488,0.9969133734703064,0.012169777076760466
156,0.99764985,0.0075636080099611685,0.9969571828842163,0.01206827640259929
157,0.99765056,0.007561720450085754,0.9969140887260437,0.012141209867428608
158,0.9976519,0.007559868438967584,0.9969342350959778,0.012228849932333686
159,0.9976524,0.007556617513361243,0.9969416260719299,0.012201474634482186
160,0.99765474,0.00753876355489701,0.9969667792320251,0.012135742012063178
161,0.9976548,0.007540036399315717,0.9969031810760498,0.012234826761853116
162,0.997656,0.007536997223146564,0.996941864490509,0.012194043604507387
163,0.997659,0.007523560607757818,0.9969233274459839,0.01212483808735958
164,0.99766016,0.007519173690334124,0.9969866275787354,0.012216434338693316
165,0.99766004,0.007518165085720015,0.9969465136528015,0.012144836454977924
166,0.99766165,0.007514585611321491,0.9968150854110718,0.012427048391004385
167,0.9976627,0.007508728991758711,0.9969719648361206,0.012279431879350166
168,0.9976639,0.007501048327056109,0.9969452619552612,0.012193117856262082
169,0.99766517,0.007497431595436508,0.9969226717948914,0.012147611568434717
170,0.99766636,0.007493287856354097,0.9969192743301392,0.012244666061875391
171,0.9976669,0.007489165081935829,0.9969289898872375,0.012221697697670278
172,0.9976674,0.007486197185264532,0.996929407119751,0.01212023066799501
173,0.9976689,0.007475674684792809,0.9969540238380432,0.012263202062914558
174,0.9976711,0.007469326372354518,0.996963620185852,0.012233278310297245
175,0.99767184,0.007465991437835833,0.9969525933265686,0.012094199105170608
176,0.9976717,0.00746213944524831,0.9969509840011597,0.012332711653132567
177,0.99767417,0.007453791959816964,0.9969121217727661,0.012196012711392111
178,0.99767554,0.007451854444502473,0.9969334006309509,0.012435097079901999
179,0.9976756,0.0074459850546995995,0.9969589710235596,0.012270714370015744
180,0.99767673,0.00744806836868784,0.9969422221183777,0.012274913776942934
181,0.99767715,0.007438265672937253,0.9969435930252075,0.012250230191817979
182,0.9976793,0.0074340309778469105,0.9968995451927185,0.012296512782975604
183,0.9976792,0.007431955734397327,0.9969491958618164,0.012200612657848067
184,0.997681,0.007421238846800905,0.9969236850738525,0.012245753485905496
185,0.9976818,0.007420275584217019,0.9969169497489929,0.012224357247933129
186,0.997684,0.007410191959255999,0.9969640374183655,0.012192803785123949
187,0.9976828,0.007416460258241691,0.9969423413276672,0.012187662707283426
188,0.9976838,0.007411121323125217,0.9969439506530762,0.012233273638508298
189,0.99768746,0.007394888268539474,0.9969594478607178,0.012234037350231755
190,0.9976866,0.007399814351628363,0.9969898462295532,0.012246186950888208
191,0.9976899,0.007384593890373783,0.9969338774681091,0.012423803497089788
192,0.99769044,0.007385956112410477,0.9969495534896851,0.012208783219000287
193,0.9976913,0.007379639412014221,0.9969719052314758,0.01223792809463436
194,0.9976913,0.0073769483551577725,0.9969595074653625,0.012240979024356481
195,0.9976938,0.0073673674257345246,0.9969313144683838,0.012397524066748055
196,0.99769306,0.00736852559585412,0.9969466328620911,0.012252278509091897
197,0.9976947,0.0073618788750273055,0.9969479441642761,0.012207355080924246
198,0.9976953,0.007359024187874891,0.9969605207443237,0.012250450283629458
199,0.99769664,0.007355585634783405,0.9969343543052673,0.012231258088298941
200,0.9976974,0.007353457765188946,0.9969524145126343,0.012350003668519637
201,0.9976977,0.0073490669985664695,0.9969556927680969,0.0122817138663128
202,0.9976988,0.007346444942917426,0.996954083442688,0.012225363544504346
203,0.99769956,0.007337826306146659,0.9969359040260315,0.012262805904561627
204,0.99769944,0.007341519603210161,0.9969228506088257,0.012256632618484682
205,0.9977023,0.007328461120789053,0.9969477653503418,0.01228320689170319
206,0.99770343,0.007325813912872536,0.9969277381896973,0.012243689437844955
207,0.9977021,0.007330958246298967,0.996946394443512,0.012254140266004653
208,0.99770343,0.0073219619939927805,0.996936559677124,0.012296442124217408
209,0.9977054,0.0073153031409645035,0.9969204068183899,0.012359534591048436
210,0.99770516,0.007316335305993852,0.9969065189361572,0.01232703741431225
